Block Name,Point ID,cauchy_strain_0,cauchy_strain_1,cauchy_strain_2,cauchy_strain_3,cauchy_stress_0,cauchy_stress_1,cauchy_stress_2,cauchy_stress_3,displacement_0,displacement_1,displacement_2,displacement_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,stress_xy
step02_gravity_refstate-mantle.xmf,0,9.01758e-07,2.46538e-06,0,-9.13737e-11,-1.74578e+09,-1.74557e+09,-1.7459e+09,-12.2121,0.00576399,2.32264e-19,0,0.00576399,-33334.3,-60000,-0,68638,12.2121
step02_gravity_refstate-mantle.xmf,1,9.34995e-07,2.47394e-06,0,-7.07939e-11,-1.74577e+09,-1.74557e+09,-1.7459e+09,-9.4616,0.00759576,1.13388e-18,0,0.00759576,-31323.8,-60000,-0,67684.4,9.4616
step02_gravity_refstate-mantle.xmf,2,9.02835e-07,2.39216e-06,0,-4.81188e-08,-1.69141e+09,-1.69121e+09,-1.69153e+09,-6431.08,0.00655597,0.00408276,0,0.00772332,-32361,-58320.3,-0,66697,6431.08
step02_gravity_refstate-mantle.xmf,3,8.77455e-07,2.45993e-06,0,-5.67406e-10,-1.74579e+09,-1.74557e+09,-1.7459e+09,-75.8338,0.00390007,1.45037e-18,0,0.00390007,-35446.9,-60000,-0,69688.5,75.8338
step02_gravity_refstate-mantle.xmf,4,8.7481e-07,2.38435e-06,0,-3.46234e-08,-1.6908e+09,-1.6906e+09,-1.69092e+09,-4627.41,0.00476252,0.00411598,0,0.00629467,-34390.6,-58301.3,-0,67688.7,4627.41
step02_gravity_refstate-mantle.xmf,5,8.53428e-07,2.45521e-06,0,1.01554e-09,-1.74579e+09,-1.74558e+09,-1.74591e+09,135.727,-1.24902e-19,1.6435e-18,-0,1.64824e-18,-40000,-60000,-0,72111,135.727
step02_gravity_refstate-mantle.xmf,6,8.60461e-07,2.45754e-06,0,6.96206e-10,-1.74579e+09,-1.74558e+09,-1.74591e+09,93.048,0.00198526,2.96671e-19,0,0.00198526,-37667,-60000,-0,70843.5,93.048
step02_gravity_refstate-mantle.xmf,7,8.4241e-07,2.386e-06,0,-7.10465e-09,-1.6966e+09,-1.6964e+09,-1.69671e+09,-949.537,0.00127949,0.00367929,0,0.00389541,-38479.3,-58480.3,-0,70004.3,949.537
step02_gravity_refstate-mantle.xmf,8,8.48451e-07,2.36436e-06,0,-2.61935e-08,-1.67972e+09,-1.67951e+09,-1.67983e+09,-3500.76,0.00292615,0.00492239,0,0.00572646,-36507.5,-57958.7,-0,68498.2,3500.76
step02_gravity_refstate-mantle.xmf,9,8.333e-07,2.3551e-06,0,3.45502e-10,-1.67419e+09,-1.67399e+09,-1.6743e+09,46.1764,-1.38966e-19,0.00532158,-0,0.00532158,-40000,-57787.8,-0,70281.1,46.1764
step02_gravity_refstate-mantle.xmf,10,9.66341e-07,2.48745e-06,0,1.9285e-09,-1.74576e+09,-1.74556e+09,-1.74589e+09,257.744,0.00940766,-4.88444e-20,0,0.00940766,-29410.7,-60000,-0,66820.6,257.744
step02_gravity_refstate-mantle.xmf,11,9.31042e-07,2.4031e-06,0,-6.00197e-08,-1.69119e+09,-1.691e+09,-1.69132e+09,-8021.64,0.00836188,0.00411755,0,0.00932069,-30382.9,-58313.9,-0,65754.3,8021.64
step02_gravity_refstate-mantle.xmf,12,8.12307e-07,2.31402e-06,0,-1.99499e-08,-1.63753e+09,-1.63733e+09,-1.63764e+09,-2666.3,0.00141479,0.00796828,0,0.00809291,-38251.5,-56655.3,-0,68359.4,2666.3
step02_gravity_refstate-mantle.xmf,13,9.73066e-07,2.42752e-06,0,-7.24272e-08,-1.69633e+09,-1.69614e+09,-1.69646e+09,-9679.9,0.0101776,0.00376017,0,0.01085,-28500.3,-58472.9,-0,65048.9,9679.9
step02_gravity_refstate-mantle.xmf,14,8.74242e-07,2.34197e-06,0,-1.05145e-07,-1.6401e+09,-1.6399e+09,-1.64021e+09,-14052.6,0.00718549,0.00784797,0,0.0106406,-31362.4,-56735,-0,64826.4,14052.6
step02_gravity_refstate-mantle.xmf,15,8.52328e-07,2.32644e-06,0,-8.116e-08,-1.63695e+09,-1.63675e+09,-1.63706e+09,-10847,0.00552742,0.00804409,0,0.00976011,-33267,-56637.6,-0,65684.9,10847
step02_gravity_refstate-mantle.xmf,16,8.31593e-07,2.32101e-06,0,-5.78933e-08,-1.63742e+09,-1.63722e+09,-1.63753e+09,-7737.44,0.00409136,0.00799251,0,0.00897883,-34982.2,-56651.8,-0,66582.2,7737.44
step02_gravity_refstate-mantle.xmf,17,7.79872e-07,2.27836e-06,0,1.21416e-10,-1.60263e+09,-1.60243e+09,-1.60274e+09,16.2272,-1.36678e-19,0.0104435,-0,0.0104435,-40000,-55576.9,-0,68474.7,16.2272
step02_gravity_refstate-mantle.xmf,18,9.07743e-07,2.3549e-06,0,-1.37121e-07,-1.63519e+09,-1.635e+09,-1.63531e+09,-18326.2,0.00890849,0.00825593,0,0.0121458,-29376.6,-56583.7,-0,63755,18326.2
step02_gravity_refstate-mantle.xmf,19,1.02017e-06,2.45569e-06,0,-8.16741e-08,-1.69941e+09,-1.69922e+09,-1.69955e+09,-10915.7,0.0119739,0.00356169,0,0.0124924,-26714.5,-58568.5,-0,64373.4,10915.7
step02_gravity_refstate-mantle.xmf,20,9.638e-07,2.39565e-06,0,-1.50734e-07,-1.64925e+09,-1.64906e+09,-1.64938e+09,-20145.6,0.010904,0.00729982,0,0.0131219,-27380.2,-57018.3,-0,63251.6,20145.6
step02_gravity_refstate-mantle.xmf,21,1.01116e-06,2.5068e-06,0,2.14147e-09,-1.74575e+09,-1.74555e+09,-1.74589e+09,286.207,0.0112078,-4.68371e-20,0,0.0112078,-27590,-60000,-0,66039.4,286.207
step02_gravity_refstate-mantle.xmf,22,7.91458e-07,2.28474e-06,0,-5.2836e-08,-1.60494e+09,-1.60474e+09,-1.60505e+09,-7061.53,0.00280845,0.010293,0,0.0106692,-36417,-55648.4,-0,66505.2,7061.53
step02_gravity_refstate-mantle.xmf,23,7.44407e-07,2.24945e-06,0,-3.31346e-08,-1.56721e+09,-1.56701e+09,-1.56731e+09,-4428.44,0.00138047,0.0129267,0,0.0130002,-38137.8,-54482.3,-0,66504.2,4428.44
step02_gravity_refstate-mantle.xmf,24,8.419e-07,2.31621e-06,0,-1.53631e-07,-1.59937e+09,-1.59917e+09,-1.59948e+09,-20532.8,0.00756693,0.0108029,0,0.0131895,-30504.4,-55476.6,-0,63310.1,20532.8
step02_gravity_refstate-mantle.xmf,25,1.00731e-06,2.43462e-06,0,-1.61121e-07,-1.65898e+09,-1.65879e+09,-1.65911e+09,-21533.8,0.0126244,0.00665237,0,0.0142699,-25738.1,-57319.3,-0,62832.7,21533.8
step02_gravity_refstate-mantle.xmf,26,8.03133e-07,2.29231e-06,0,-1.3268e-07,-1.58774e+09,-1.58755e+09,-1.58785e+09,-17732.6,0.00609719,0.0115773,0,0.0130847,-32155.7,-55117.2,-0,63811.4,17732.6
step02_gravity_refstate-mantle.xmf,27,7.74453e-07,2.26724e-06,0,-9.9531e-08,-1.57468e+09,-1.57448e+09,-1.57478e+09,-13302.3,0.00428637,0.0124479,0,0.0131653,-34329.1,-54713.3,-0,64591.3,13302.3
step02_gravity_refstate-mantle.xmf,28,6.96351e-07,2.22163e-06,0,-1.46627e-10,-1.53108e+09,-1.53088e+09,-1.53117e+09,-19.5967,-1.20118e-19,0.0154178,-0,0.0154178,-40000,-53365.9,-0,66692.8,19.5967
step02_gravity_refstate-mantle.xmf,29,8.18647e-07,2.31631e-06,0,-2.00694e-07,-1.5734e+09,-1.5732e+09,-1.57351e+09,-26822.7,0.00827769,0.0127217,0,0.0151777,-29258.6,-54674.2,-0,62010.8,26822.7
step02_gravity_refstate-mantle.xmf,30,8.76308e-07,2.3537e-06,0,-2.1199e-07,-1.59528e+09,-1.59508e+09,-1.59539e+09,-28332.4,0.00987082,0.0112397,0,0.0149587,-27747.1,-55350.5,-0,61915.9,28332.4
step02_gravity_refstate-mantle.xmf,31,9.29471e-07,2.39582e-06,0,-2.27392e-07,-1.61075e+09,-1.61056e+09,-1.61088e+09,-30390.9,0.0115495,0.0102243,0,0.0154249,-26147.8,-55829,-0,61648.9,30390.9
step02_gravity_refstate-mantle.xmf,32,1.07052e-06,2.4906e-06,0,-9.04912e-08,-1.70222e+09,-1.70203e+09,-1.70236e+09,-12094.1,0.0137217,0.00338885,0,0.014134,-25058.7,-58655.6,-0,63784.2,12094.1
step02_gravity_refstate-mantle.xmf,33,1.0606e-06,2.53386e-06,0,2.13707e-09,-1.74574e+09,-1.74554e+09,-1.74588e+09,285.619,0.0130027,-4.50162e-20,0,0.0130027,-25857.2,-60000,-0,65334.5,285.619
step02_gravity_refstate-mantle.xmf,34,7.61816e-07,2.28241e-06,0,-1.84246e-07,-1.5492e+09,-1.549e+09,-1.5493e+09,-24624.5,0.00672034,0.0143534,0,0.0158487,-30824.3,-53926.3,-0,62114.3,24624.5
step02_gravity_refstate-mantle.xmf,35,7.05222e-07,2.23033e-06,0,-7.46975e-08,-1.53392e+09,-1.53372e+09,-1.53402e+09,-9983.32,0.00259589,0.0152486,0,0.0154679,-36296.4,-53453.8,-0,64612.2,9983.32
